~id,product_item:String,product_line:String,product_desc:String,~label
5067-5366,1000,UF,Genomic DNA Reagents,product
SYS-LC-1260II,1000,74,LC 1260 Infinity II System,product
R29C003,1010,74,CrossLab Bronze Govt/Acad - 3yrs total,product
PL1463-6769,1000,9P,Wang 0.6mM/g 75-150um 1kg,product
M362729-2,1000,PT,PTEN 0.2mL MAb MxH,product
5067-4627,1000,UF,High Sensitivity DNA Reagents,product
G2938-85004,1010,UF,High Sensitivity DNA Reagent I,product
G2938-90402,1020,UF,2100 MSDS Link Tech Note ENG,product
400714,1000,SR,"StrataClean Resin, 3 ml",product
H2620A,1000,74,Custom Onsite Education,product
CP7448,1000,JW,CP-Volamine 60m x 0.32mm,product
AR17392-2,1000,PT,Artisan Massons Trich kit,product
AR1739A-2,1010,PT,"Artisan Massons Trich kit, Box 1",product
AR1659B-2,2020,PT,Artisan PAS Stain Kit Box 2,product
AR1739B-2,1020,PT,"Artisan Massons Trich kit, Box 2",product
AR41030-7,1030,PT,"Artisan - Slide clips, 50 per Box",product
AR16592-2,2000,PT,Artisan PAS Stain Kit,product
AR1659A-2,2010,PT,Artisan PAS Stain Kit Box 1,product
AR41030-7,2030,PT,"Artisan - Slide clips, 50 per Box",product
AR1651A-2,5010,PT,Artisan PAS Stain Kit Box 1,product
AR41030-7,5030,PT,"Artisan - Slide clips, 50 per Box",product
IR62161-2,31000,PT,"FLEX Mono Mo a Hu CD79a, cl JCB117, RTU",product
IR05161-2,32000,PT,FLX Mab X-H Cyto HMW 34ssE12 RTU Link,product
CS70430-2,46001,PT,"Dako Coverglass 24 x 50 mm, 1000 pcs",product
IR06261-2,30000,PT,"FLEX Mono MxH CD15, cl Carb-3 RTU (Link",product
K800221-2,4000,PT,"EnV FLEX+, High pH (Link)",product
IR75161-2,29000,PT,"FLX Moa Hu CD45, LCA, cl 2B11+PD7/26,RT",product
AR1651B-2,5020,PT,Artisan PAS Stain Kit Box,product
AR16511-2,5000,PT,Artisan PAS Stain Kit,product
K802021-2,28000,PT,"FLEX IHC Microscope Slides, 5x100 slide",product
G2855-20530,1000,AA,"Internal Nut,CFT Capillary fitting",product
5500-1250,4000,58,"Capillary ST 0,17x120 SL/SL Long Socket",product
5500-1251,3000,AA,"Capillary ST 0,12x400 SL/SL Long Socket",product
5500-1249,2000,58,"Capillary ST 0,12x120 SL/SL Long Socket",product
5500-1252,1000,AA,"Capillary ST 0,17x400 SL/SL Long Socket",product
CP17973,1000,58,Gas Clean Filter Carrier Gas,product
G1103-60001,2000,58,"Tungsten Lamp assembly, G1315A, 8453",product
2140-0605,1000,58,"Deuterium lamp, 8453 UV-vis",product
G2938-90049,2070,UF,Quick Guide RNA 6000 Pico Assay,product
G2938-80038,1050,UF,RNA 6000 Nano ladder,product
G2938-90402,1060,UF,2100 MSDS Link Tech Note ENG,product
G2938-90402,2060,UF,2100 MSDS Link Tech Note ENG,product
G2938-80039,2050,UF,RNA 6000 Pico ladder,product
G2938-80024,2040,UF,Reagents RNA Pico,product
G2938-68706,2030,UF,Syringe Kit,product
5067-1524,2020,UF,RNA-PICO-25-Chips,product
5067-1511,1000,UF,Kit RNA 6000 Nano,product
5065-9940,2010,UF,Pre-packed Tubes for RNA-Assays,product
5065-9940,1010,UF,Pre-packed Tubes for RNA-Assays,product
5067-1513,2000,UF,Kit RNA 6000 Pico,product
5067-1521,1020,UF,RNA-NANO-25 Chips,product
G2938-68706,1030,UF,Syringe Kit,product
G2938-80023,1040,UF,Reagents RNA Nano,product
G2938-90037,1070,UF,Quick Guide RNA 6000 Nano Kit,product
AR1791A-2,5010,PT,Reticulin-NFR Box 1,product
AR17292-2,3000,PT,Artisan PAS - Green Stain Kit,product
AR17911-2,5000,PT,Artisan Ret/Nuc Fast Red Stain Kit,product
IS50930-2,7000,PT,"FLEX Poly Rb a Hu Thyreoglobulin, RTU",product
M723729-2,8000,PT,"Mo a Hu Cytoker 5/6, cl D5/16 B4",product
AR1791B-2,5020,PT,Reticulin-NFR Box 2,product
AR1761A-2,4010,PT,GMS Kit Box 1,product
AR1621C-2,2020,PT,Artisan Acid-Fast Bacillius Stain Kit,product
AR17611-2,4000,PT,Artisan GMS Stain Kit,product
AR1729B-2,3020,PT,Artisan PAS - Green Stain Kit Box 2,product
AR1761B-2,4020,PT,GMS Kit Box 2,product
AR16211-2,2000,PT,Artisan Acid-Fast Bacillius Stain Kit,product
AR1729A-2,3010,PT,Artisan PAS - Green Stain Kit Box 1,product
AR15811-2,1000,PT,Artisan Iron Stain Kit,product
AR1581C-2,1010,PT,Artisan Iron Stain Kit,product
M087629-2,2000,PT,"Mo a Hu CD68, Macrophage, cl PG-M1",product
M710301-2,1000,PT,"Mo a Hu CD8, cl C8/144B",product
IR64461-2,1000,PT,"FLEX Mono Mo a Hu MUM1 Prot,cl MUM1p,RT",product
5188-6564,1000,58,Soluciones sintonización ICP-MS (100ml),product
100-5000,1000,JW,Custom Packed Columns,product
230325,1000,SR,SoloPack Gold Competent Cells,product
5067-5579,2000,UF,High Sensitivity RNA ScreenTape,product
5190-2295,1000,58,"Liner,UI,universal,low pressure drop,GW",product
0100-0118,1000,58,1/8inch x 1/4inch brass tubing connector,product
122-5562UI,1000,JW,"DB-5MS Ultra Inert 60m, 0.25mm, 0.25um",product
5182-1530,2000,58,Longlife Deuterium lamp 1100-1200 DAD,product
M725901-2,1000,PT,"Mo a Hu MUM1 Prot, cl MUM1p",product
5062-3587,1000,58,"Liner,splitless,single-taper,glswl,deact",product
07673-40180,2000,58,"Diffusion caps for 4ml vials, 12/PK",product
122-2032,1000,JW,"DB-200 30m, 0.25mm, 0.25u",product
IR63261-2,4000,PT,"FLX Moa Hu CD34 Class II,cl QBEnd 10,RT",product
IR75066-2,1000,PT,"FLEX Mo Universal Neg. Contr, RTU, Link",product
IR50661-2,6000,PT,"FLEX Poly Rb a Hu Kappa Light Chain, RT",product
IR61461-2,2000,PT,"FLEX Mab a Hu BCL2 OncoProt, cl 124, RT",product
IR60261-2,3000,PT,"FLEX Mono Mo a Hu CD30, cl Ber-H2, RTU",product
IR05361-2,5000,PT,"FLEX Mab X-H Cyto cl AE1/AE3, RTU, Link",product
IR61161-2,7000,PT,"FLEX Mab a Hu SMA, cl 1A4, RTU",product
IR66061-2,8000,PT,"FLX Moa Hu Syn, cl DAK-SYNAP, RTU, Link",product
5183-4498,1000,58,"Slvr crimp cap,PTFE/rubber, 11mm, 1000PK",product
600850,1000,SR,PFU ULTRA II HS 2X MASTER,product
Z062201-2,1000,PT,Rb a Cw Keratin,product
AR1601C-2,5020,PT,Artisan AlcBlue pH 2.5 Stain Kit,product
AR41030-7,5010,PT,"Artisan - Slide clips, 50 per Box",product
AR16011-2,5000,PT,Artisan AlcBlue pH 2.5 Stain Kit,product
G2938-90037,1070,UF,Quick Guide RNA 6000 Nano Kit,product
G2938-90402,1060,UF,2100 MSDS Link Tech Note ENG,product
G2938-68706,1030,UF,Syringe Kit,product
5067-1511,1000,UF,RNA 6000 Nano kit,product
5065-9940,1010,UF,Pre-packed Tubes for RNA-Assays,product
5067-1521,1020,UF,RNA-NANO-25 Chips,product
G2938-80038,1050,UF,RNA 6000 Nano ladder,product
G2938-80023,1040,UF,Reagents RNA Nano,product
5022-2159,4000,AA,"Capillary, SST 2m, 0.12mm id, ferrule",product
5063-6589,3000,AA,Plunger seal for 1100/1200 and 1050 2/PK,product
G4226-87201,5000,AA,Needle Assembly,product
G1367-87012,6000,AA,Low Carry Over Seat 0.12,product
0101-1416,7000,58,"Rotor Seal 2ps/6pt RC IV, P: A/B",product
5067-1560,2000,8P,Support Seal Assembly NO Wash,product
5063-6586,1000,AA,Sapphire Piston,product
5067-5592,1000,UF,High Sensitivity D5000 ScreenTape,product
5067-5593,2000,UF,High Sensitivity D5000 Reagents,product
5067-5594,3000,UF,High Sensitivity D5000 Ladder,product
R007101634,1000,AA,HDPE HSTLOY SEAL F 5ML LIQ HEAD 2/pk,product
K7667001,1000,9H,"HEATER CRUSH PLATE,VHS10/400",product
1510249400,1000,AA,Probe retaining nut M10x1.25 knurled 1/p,product
6910020200,2000,8P,GASKET BOWL (O RING),product
2010122400,3000,AA,Torch sheath gas hi-TDS axial 2.4mm inj,product
5067-5966,6000,58,Quick Turn LC Fitting,product
5067-5957,5000,58,Quick Connect Assy ST 0.12x105mm,product
1535-4045,4000,58,Bearing Ring,product
5068-0198,3000,AA,Injection valve rotor seal for G7167B,product
5068-0205,2000,58,2ps-10pt Rotor PEEK; 1300bar,product
5023-0271,1000,58,"Frit for 1290 Inline Filter, 0.3um, 5/pk",product
5067-6189,8000,AA,1290 Infinity II inline filter (0.3um),product
959743-902,7000,BC,"Eclipse Plus C18,2.1 x 50mm, 3.5um",product
5062-8562,4000,AA,AIV Cartridge (400bar),product
G1312-68741,3000,AA,PM kit for G1312 binary pump,product
G1313-68730,2000,AA,PM Kit for standard autosamplers,product
G1314-60100,1000,58,D2 Lamp L6903 with Box,product
9301-0713,1000,58,"Syringe 10ul straight, FN 23/42/HP",product
12-9988,1000,8P,"Prntr Paper,Thermal,58mm,10 Rolls,708DS",product
5067-1511,1000,UF,RNA 6000 Nano kit,product
5067-1521,1020,UF,RNA-NANO-25 Chips,product
G2938-80023,1040,UF,Reagents RNA Nano,product
G2938-80038,1050,UF,RNA 6000 Nano ladder,product
G2938-68706,2030,UF,Syringe Kit,product
G2938-80039,2050,UF,RNA 6000 Pico ladder,product
G2938-90037,1070,UF,Quick Guide RNA 6000 Nano Kit,product
G2938-68706,1030,UF,Syringe Kit,product
5065-9940,1010,UF,Pre-packed Tubes for RNA-Assays,product
5067-5365,4000,UF,Genomic DNA ScreenTape,product
G2938-90402,1060,UF,2100 MSDS Link Tech Note ENG,product
5067-5582,7000,UF,D1000 ScreenTape,product
600677,6000,SR,"Herculase II Fusion DNA Plymerase,200rxn",product
5067-5366,5000,UF,Genomic DNA Reagents,product
5067-1513,2000,UF,RNA 6000 Pico kit,product
5067-5154,3000,UF,96-well Plate Foil Seal,product
G2938-80024,2040,UF,Reagents RNA Pico,product
G2938-90049,2070,UF,Quick Guide RNA 6000 Pico Assay,product
G2938-90402,2060,UF,2100 MSDS Link Tech Note ENG,product
5065-9940,2010,UF,Pre-packed Tubes for RNA-Assays,product
5067-1524,2020,UF,RNA-PICO-25-Chips,product
B047101-1,3000,PT,Rb a Helicobacter Pylori,product
M356901-2,2000,PT,"Mo a Hu Progesterone Recep, cl PgR 636",product
M723701-2,1000,PT,"Mo a Hu Cytoker 5/6, cl D5/16 B4",product
G9811A,2000,MA,Solid sample holder accessory,product
10076600,2010,MA,Cary Eclipse Solid Sample Holder,product
H1142H,1120,74,Familiarization at Installation (44L),product
G9806A,2500,MA,Fluorescence Solid Sample Probe,product
G1680-63539,1060,MA,LCD Monitor,product
G1680-64038,1050,MA,Desktop PC for Cary Eclipse FLR English,product
5910043800,1040,MA,"IEEE cable, 2 mtrs, metal cvrs, 1/pk",product
G9550-64000,1030,MA,Cary Eclipse FLR S/W,product
7910051600,1020,MA,Controller GPIB USB,product
7910043000,2510,MA,"Fiber optic remote read 2m prb,fluor",product
G9800-64000,1010,MA,Cary Eclipse Instrument,product
7910043200,2520,MA,Fluorescence Probe Tip,product
10076700,2530,MA,"Fiber optic cplr accessory,fluor",product
G9800AA,1000,MA,Cary Eclipse Bundle,product
UP_FRONT_SERVICE_H,2540,74,Up Front Support Services for Hardware,product
G1680-63ABA,1070,MA,English Keyboard,product
H1141H,1110,74,Installation (44K),product
8120-1378,1090,MA,Cable Assembly-Power Cord 18AWG 2.3m-LG,product
H1141A,2550,74,Installation (44K),product
G9550-64000,1080,MA,Cary Eclipse FLR S/W,product
H1142A,2560,74,Familiarization at Installation (44L),product
UP_FRONT_SERVICE_H,1100,74,Up Front Support Services for Hardware,product
9910103500,3000,MA,Kit Eclipse Fibre Optic Dip Probe Ext.,product
5190-0917,1000,58,Deuterium lamp 8-pin w. RFID for DAD,product
PL1612-1801,2000,BC,PLRP-S GUARD CARTRIDGES 5X3MM (X2),product
PL1310-0016,3000,BC,Guard Cartridge Holder,product
5182-0837,4000,58,"Vial,HS,crimp,FB,20ml,clr,cert,100PK",product
PL1512-3501,1000,BC,PLRP-S 300A 5uM 150X4.6MM,product
5183-2068,1000,58,"Vial,screw,2ml,clr,WrtOn,cert,1000CS",product
5182-0715,1010,58,"Vial,screw,2ml,clr,WrtOn,cert,100PK",product
100-2000,1000,JW,Custom Agilent GC Column,product
F043401-1,1000,RP,"Rb a Hu Kappa /FITC, Rb F(ab)2",product
IR08061-2,40003,PT,"FLX MxH CDX-2 cl: DAK-CDX2, RTU, (Link)",product
M086901-2,35003,PT,"Mo a Hu Chromogranin A, cl DAK-A3",product
K800821-2,39003,PT,EnV FLEX Htx (Link),product
K800021-2,38003,PT,"EnV FLEX, High pH, (Link)",product
IR50361-2,8003,PT,"FLEX Poly Rb a Hu CD3, RTU",product
IR64861-2,9003,PT,"FLEX Mono Mo a Hu CD10, cl 56C6, RTU",product
IR60461-2,10003,PT,"FLEX Mono Mo a Hu CD20cy, cl L26, RTU",product
IR60261-2,11003,PT,"FLEX Mono Mo a Hu CD30, cl Ber-H2, RTU",product
IR61061-2,12003,PT,"FLX Mo aHu CD31 Endothel Cell JC70A, RT",product
IR62261-2,13003,PT,"FLEX Mab a Hu Carcinoembr Ag,cl II-7,RT",product
IR78061-2,37003,PT,"FLX Moa Hu Cytoker 5/6, cl D5/16 B4, RT",product
IR77761-2,36003,PT,"FLEX Mab a Hu Cytoker 20, cl Ks20.8, RT",product
SK20365-2,34003,PT,"User Fill Reag Bottle, 50mL Cap, (Link)",product
K800521-2,41003,PT,"EnV FLEX TRS, Low pH (50x)",product
5063-6524,1000,AA,IQ Test Sample for UV-VIS,product
01078-87302,3000,AA,"Capillary, 100uL loop",product
G1329-87017,1000,AA,Seat assy 0.17mm ID Standard Autosampler,product
G1313-87201,2000,AA,"Needle, G1313A Autosampler",product
S080981-2,1000,PT,Ab Diluent,product
5065-4445,1000,AA,Peristaltic pump for 1100/1200 Series LC,product
G3280-60555,3000,AA,Drain tubing assembly for ICP-MS,product
G1833-65421,7000,58,"ShieldTorch bonnet, quartz 7/8x00 ICP-MS",product
G8400-67200,2000,58,"7900/8900 skimmer cone, Ni, x-lens, 1/pk",product
G3266-80004,4000,58,MicroMist nebulizer (glass) U-series 1/p,product
G3280-67040,1000,58,"ICP-MS sampler cone, Nickel, 1/pk",product
G3280-67009,8000,58,Graphite gasket for Sampling cone (3/pk),product
6040-0834,6000,58,"Agilent Vacuum Fluid 45 Gold, 1 Liter",product
G3266-65003,5000,58,"MicroMist nebulizer (Glass), 1/pk",product
230192,1000,SR,ArcticExpress (DE3) Competent Cells,product
SL00230-2,375600,PT,Clear-It Cleaning Reag f Spec Stains,product
SK20110-2,374600,PT,"User Fillable Reag Bottle,12mLCap,(Link",product
SK20005-2,373600,PT,"User Fillable Reag Bottle, 5mLCap,(Link",product
X090930-2,376600,PT,"Prot Block, Serum Free, 110 mL",product
S330130-2,372600,PT,"Htx, f use with the AS",product
S302283-2,371600,PT,A Dil w Background-Red Comp 125 mL,product
K800021-2,16006,PT,"EnV FLEX, High pH, (Link)",product
K800921-2,47006,PT,"EnV FLEX+ Rb (LINKER) (Link), Mab a Rb",product
K802021-2,370600,PT,"FLEX IHC Microscope Slides, 5x100 slide",product
401490,1000,SR,"AriaMx 96 Well Plates, Skirted, LP",product
G3388B,1000,58,Handheld Gas Leak Detector,product
9910093400,3000,AA,"Mark 7 spray chamber O-ring kit, aqueous",product
9910093000,2000,AA,"Nebulizer capillary kit Mark 7 s/c, 1/pk",product
5610102100,1000,58,"Gold - Au, Coded HC Lamp, 1/pk",product
5067-1513,1000,UF,RNA 6000 Pico kit,product
G2938-80039,1050,UF,RNA 6000 Pico ladder,product
5065-9940,1010,UF,Pre-packed Tubes for RNA-Assays,product
5067-1524,1020,UF,RNA-PICO-25-Chips,product
G2938-68706,1030,UF,Syringe Kit,product
G2938-80024,1040,UF,Reagents RNA Pico,product
G2938-90402,1060,UF,2100 MSDS Link Tech Note ENG,product
G2938-90049,1070,UF,Quick Guide RNA 6000 Pico Assay,product
5610123300,1000,58,"Cobre - Cu,lámp cát.hueco no codif,1/pa",product
5610128800,2000,58,"Cinc-Zn,lámp. cát. hueco no codif, 1/pa",product
K800621-2,1000,PT,EnV FLEX Ab Diluent,product
PL1180-5301,1000,BC,AdvanceBio SEC 300A 2.7um 7.8x300mm,product
5188-5365,2000,58,"Liner O-Ring, Non-Stick 10PK",product
5181-1270,3000,58,"250 ul Inserts with Polymer Feet,100/pk",product
5182-0543,1010,58,"Vial,crimp,2ml,clr,WrtOn,cert,100PK",product
5183-4492,1000,58,"Vial,crimp,2ml,clr,WrtOn,cert,1000CS",product
AR1731A-2,25028,PT,Massons Trichrome Kit Box 1,product
AR17611-2,27018,PT,Artisan GMS Stain Kit,product
GA06261-2,20018,PT,"FLEX Mab a Hu CD15, cl Carb-3,RTU(Omnis",product
GA07761-2,21018,PT,"FLX Moa Hu GCDFP-15, cl 23A3, RTU, Omni",product
AR30911-2,28018,PT,Artisan Clearing Solution,product
AR1731B-2,25038,PT,Massons Trichrome Kit Box 2,product
AR41030-7,24038,PT,"Artisan - Slide clips, 50 per Box",product
AR41030-7,27048,PT,"Artisan - Slide clips, 50 per Box",product
AR1761B-2,27038,PT,GMS Kit Box 2,product
AR10211-2,29018,PT,"Artisan Wash Sol, 50x, 4 x 200 mL",product
IR06661-2,19018,PT,"FLX Mab X-H SMTH MSCL SMMS-1 RTU, (Link",product
AR1761A-2,27028,PT,GMS Kit Box 1,product
AR1821A-2,23028,PT,Reticulin-NCS Kit Box 1,product
AR1581C-2,24028,PT,Artisan Iron Stain Kit,product
AR15811-2,24018,PT,Artisan Iron Stain Kit,product
AR41030-7,25048,PT,"Artisan - Slide clips, 50 per Box",product
AR18211-2,23018,PT,Artisan Reticulin/No Counterst Stain Kit,product
AR16211-2,22018,PT,Artisan Acid-Fast Bacillius Stain Kit,product
AR41030-7,22028,PT,"Artisan - Slide clips, 50 per Box",product
AR16511-2,26018,PT,Artisan PAS Stain Kit,product
AR1651A-2,26028,PT,Artisan PAS Stain Kit Box 1,product
AR1651B-2,26038,PT,Artisan PAS Stain Kit Box,product
AR1821B-2,23038,PT,Reticulin-NCS Kit Box 2,product
IR50661-2,17018,PT,"FLEX Poly Rb a Hu Kappa Light Chain, RT",product
IR51461-2,18018,PT,"FLEX Poly Rb a Hu PSA, RTU",product
AR41030-7,23048,PT,"Artisan - Slide clips, 50 per Box",product
AR1621C-2,22038,PT,Artisan Acid-Fast Bacillius Stain Kit,product
AR17311-2,25018,PT,Artisan Massons Trich kit,product
AR41030-7,26048,PT,"Artisan - Slide clips, 50 per Box",product
G6600-60037,1000,AA,Ceramic Tube Kit for SCD DP Burner,product
A056201-2,49000,PT,Rb a Hu PSA,product
M076001-2,19000,PT,"Mo a Hu Desmin, cl D33",product
M361901-2,16000,PT,"Mo a Hu D2-40, cl D2-40",product
A5969002,1000,9P,Captiva ND Plate 0.2um PP 5/pk,product
G2938-90063,1050,UF,Agilent Protein 80 Kit Quick Start Guide,product
5067-1515,1000,UF,Protein 80 kit,product
5067-1523,1010,UF,Protein-25-Chips,product
G2938-68706,1020,UF,Syringe Kit,product
G2938-80025,1030,UF,Reagents P80,product
G2938-80040,1040,UF,Reagents P80 frozen,product
G2938-90402,1060,UF,2100 MSDS Link Tech Note ENG,product
5067-1517,2000,UF,Protein 230 kit,product
G2938-80041,2040,UF,Reagents P230 frozen,product
5067-1523,2010,UF,Protein-25-Chips,product
G2938-68706,2020,UF,Syringe Kit,product
G2938-80026,2030,UF,Reagents P230,product
G2938-90402,2060,UF,2100 MSDS Link Tech Note ENG,product
G2938-90055,2050,UF,Agilent Protein 230 Kit Quick Start Guid,product
103020-100,1000,XF,Seahorse XF Glycolysis Stress Test Kit,product
100867-100,2000,XF,Seahorse XF24 FluxPak mini,product
103015-100,3000,XF,Seahorse XF Cell Mito Stress Test Kit,product
122-5731,1000,JW,"DB-5HT 30m, 0.25mm, 0.10u",product
G2938-90322,1050,UF,2100 High sensitiv DNA Quick Guide ENG,product
5067-4626,1000,UF,High Sensitivity DNA Kit,product
G2938-90402,1040,UF,2100 MSDS Link Tech Note ENG,product
G2938-85004,1030,UF,High Sensitivity DNA Reagent I,product
G2938-68000,1010,UF,High Sensitivity DNA 10 Chips,product
G2938-68706,1020,UF,Syringe Kit,product
G1680-63ABA,1130,9F,English Keyboard,product
G1680-63539,1150,9F,LCD Monitor,product
H1141H,1190,74,Installation (44K),product
8120-1378,1160,9F,Cable Assembly-Power Cord 18AWG 2.3m-LG,product
8120-6313,1170,9F,"Power Cord, US, C7, 125V,2.5A, 1-15P Plg",product
UP_FRONT_SERVICE_H,1180,74,Up Front Support Services for Hardware,product
H1142H,1200,74,Familiarization at Installation (44L),product
G8438A,2000,9F,SIPS 10,product
H1142H,2040,74,Familiarization at Installation (44L),product
10083200,2010,9F,Agilent SIPS 10 Pump Module,product
UP_FRONT_SERVICE_H,2020,74,Up Front Support Services for Hardware,product
5610108800,3000,58,"Al - Ca - Mg, Coded HC Lamp, 1/pk",product
H1141H,2030,74,Installation (44K),product
5910043800,1020,9F,"IEEE cable, 2 mtrs, metal cvrs, 1/pk",product
G8432AA,1000,9F,Agilent 240FS AA Spectrometer,product
G8432-64000,1010,9F,"Agilent 240FS AA Spectrometer, no UltrAA",product
G8497-64001,1030,9F,SpectrAA PRO Software,product
G8497-64000,1040,9F,SpectrAA Base Software,product
110859600,1050,9F,Assy Chimney Aa140/240/280,product
910307500,1060,9F,Door lower (burner shield),product
G1680-63311,1140,9F,STD Color Printer,product
110634490,1070,9F,"AA spray chamber, Mark 7 complete, 1/pk",product
210164000,1080,9F,"Burner, air-acetylene, Mark 7, 1/pk",product
G1680-63720,1090,9F,USB 2.0 Cable (10 ft.),product
9910017300,1100,9F,KIT ADAPTOR GAS USA,product
7910051600,1110,9F,Controller GPIB USB,product
G1680-64036,1120,9F,Desktop PC for SpectrAA English,product
9190521,1000,9H,2 L/S PUMP WITH 180 SST TUBE,product
9190038,2000,9H,POLE PIECE ASSY 2 L/S PUMP,product
8290800,3000,9H,IGP BATTERY POWER SUPPLY (FISCHER),product
X3502-68001,2000,9H,Inlet screen ISO63,product
X3502-69000,1000,9H,TwisTorr 84FS ISO63 - EXCH,product
G1103-60001,16000,58,"Tungsten Lamp assembly, G1315A, 8453",product
G1314-60100,15000,58,D2 Lamp L6903 with Box,product
0100-1855,14000,58,"Rotor seal (Vespel, 400 bar, 3 grooves)",product
5183-4729,17000,58,"Syr,10ul,strght,fit pl,FN,26s/42/HP 6PK",product
0100-1853,13000,58,"Rotor seal (Vespel, 400 bar, 2 grooves)",product
0905-1294,12000,AA,"Metering seal, 900ul 1100/1200",product
G1329-87017,10000,AA,Seat assy 0.17mm ID Standard Autosampler,product
G1313-87201,9000,AA,"Needle, G1313A Autosampler",product
5063-6589,8000,AA,Plunger seal for 1100/1200 and 1050 2/PK,product
G1312-60067,7000,AA,Outlet Ball Valve for 1100/1200/1260,product
5062-8562,6000,AA,AIV Cartridge (400bar),product
G1312-60025,5000,AA,"Active inlet valve,without cartridge",product
5067-4728,4000,AA,Seal Cap Assembly,product
G1313-87202,11000,AA,"Needle, 900ul, 1100/1200",product
01018-60025,1000,AA,"Solvent inlet filter, stainless steel",product
G1312-60071,2000,AA,Purge Valve Long With PTFE Frit,product
01018-22707,3000,AA,PTFE Frits 5PK,product
5190-2209,18000,AA,"Gold Plated inlet Seal and Washer, 10/pk",product
G1531-20700,22000,AA,FID Collector Insulator,product
19251-60540,19000,58,"Liner,split,straight,glasswool,non-deact",product
19244-80560,20000,AA,"Jet, Adaptable, capillary, 0.29mm ID",product
G1531-20690,21000,AA,FID Collector body,product
G1544-80530,23000,AA,"GC Split Vent Replacement Cartridge,2/pk",product
5190-9771,1000,58,ICH Q3D & USP 232 Kit,product
600380,1000,SR,"PfuUltra High-fidelity DNA Plymrase,100U",product
S080983-2,1000,PT,Dako Ab Diluent,product
M725401-2,2000,PT,"Mo a Hu CD3, F7.2.38",product
G3280-67063,1000,58,"77/78/8800 skimmer cone,Pt/Ni,x-lens,1/p",product
200519-4,1020,SR,-80 10rxn Quikchange Parts,product
200523-5,1010,SR,-20 QUICKCHANGE II 10 RXNS,product
200523,1000,SR,"Kit,QuikChange II site-directed 10 rxn",product
9699290,5000,9H,"V81 AIR COOLING KIT (0,5 M CABLE)",product
X3502-68000,4000,9H,Inlet screen CFF 4.5in,product
X3502-64002,1000,9H,TwisTorr 84FS CFF 4.5in,product
X3508-64001,2000,9H,TwisTorr 84FS AG Rack c/u RS232/485,product
9699958,3000,9H,"MAINS CABLE NEMA PLUG,3M LONG (V551/701)",product
KASW025025,8000,9H,"ADAPTER, 0.250in SWAGELOK TO NW25 KF",product
E35000027IIS,9000,9H,"GASKET SET,VITON,FOR 1.33 FLANGE",product
2515112IIS,1000,9H,"CLAMP,QUICK, WITH RATCHET, NW10/16KF",product
2515113IIS,2000,9H,"CLAMP,QUICK, WITH RATCHET, NW40KF",product
X3202-60033,7000,9H,Valve ALUM R.A. BLK H/O NW40,product
9699191,6000,9H,Rack Adapter 3 U,product
5876001IIS,5000,9H,"CLAMP, QUICK, RATCHET, NW25, ALUM",product
9699950S022,4000,9H,"EXT.CABLE TV60/250 1,5 MT",product
2515114IIS,3000,9H,"CLAMP,QUICK, WITH RATCHET, NW50KF",product
A013602-1,1000,RP,Pab anti-Hu C1q Complement,product
5188-5365,1000,58,"Liner O-Ring, Non-Stick 10PK",product
5190-2209,4000,AA,"Gold Plated inlet Seal and Washer, 10/pk",product
05988-20066,2000,AA,Column Nut for MS interface,product
5181-8830,3000,58,"Column nut, universal   2/PK",product
G1534-60570,5000,AA,NPD white bead assembly,product
G7005-60061,6000,AA,"Filament,high temperature EI for GCMS",product
201244-100,1000,XF,RESERVOIR 96 WELL PYRAMID PP 287ML 25/CS,product
AR1721B-2,19028,PT,Artisan PAS - Green Stain Kit Box 2,product
AR41030-7,21028,PT,"Artisan - Slide clips, 50 per Box",product
AR1811C-2,21018,PT,Artisan Warthin-Starry Stain Kit,product
AR1621C-2,20028,PT,Artisan Acid-Fast Bacillius Stain Kit,product
AR41030-7,20018,PT,"Artisan - Slide clips, 50 per Box",product
AR16211-2,20008,PT,Artisan Acid-Fast Bacillius Stain Kit,product
AR18111-2,21008,PT,Artisan Warthin-Starry Stain Kit,product
AR41030-7,19038,PT,"Artisan - Slide clips, 50 per Box",product
AR1721A-2,19018,PT,Artisan PAS - Green Stain Kit Box 1,product
AR17211-2,19008,PT,Artisan PAS - Green Stain Kit,product
AR41030-7,18028,PT,"Artisan - Slide clips, 50 per Box",product
AR1581C-2,18018,PT,Artisan Iron Stain Kit,product
AR15811-2,18008,PT,Artisan Iron Stain Kit,product
AR10211-2,17008,PT,"Artisan Wash Sol, 50x, 4 x 200 mL",product
G5611-60016,1000,AA,Seal holder for Bio inert pump,product
GV80011-2,3000,PT,"EnV FLEX, High pH (Dako Omnis)",product
5190-3172,2000,58,"Liner,UI,split,straight,GlassWool,100/pk",product
19091-60312,3000,JW,"HP-1 12m, 0.2mm, 0.33u",product
5190-2269,1000,58,"Liner O-Ring, Non-Stick 100 pk",product
G4513-80208,1000,58,"Syringe, 10ul PTFE, FN 23-26/42/HP, 6/pk",product
5067-5966,1000,58,Quick Turn LC Fitting,product
5067-4626,1000,UF,High Sensitivity DNA Kit,product
G2938-68000,1010,UF,High Sensitivity DNA 10 Chips,product
G2938-68706,1020,UF,Syringe Kit,product
G2938-85004,1030,UF,High Sensitivity DNA Reagent I,product
