Compnay Name1|Compnay Name2|Account ID|Account Role|Order Number|Order Date|Product Line|Product Item|Material Master Product ID|Product Decription|Primary Product|Purchase Order|P.O. Date|Purchase/Net Amount|Target Quantity|Order Quantity|Order Type|Total Order Value|Sold to Country|Ship to Account ID|Market Code
Nestle USA Inc||0070001952|0001|0308611240|20190610|8P|001000|2110-0969|Fuse 8.0A 250.0V Time-Delay Other|PC|97541932|20190609|46.42 |0.000 |2.000 |ZTRD|46.42 |US|0070001952|
EST Analytical Inc||0070006758|0001|0308611406|20190610|8P|001000|DY70014191|KIT,ARCHON Supply / 5VDC|ZXX|0740027|20190607|289.70 |0.000 |1.000 |ZTRD|289.70 |US|0070006758|U00
PerkinElmer Health Sciences Inc||0070488433|0001|0308611472|20190610|58|001000|110715400|D2 Lamp,pre-aligned,325/335,1/pk|LI|7770233325|20190607|2190.00 |0.000 |2.000 |ZTRD|2190.00 |US|0070488433|U00
Dow Chemical Canada ULC||0070102644|0001|0308611478|20190610|8P|001000|G4513-40532|7693 Hi-Density Turret|PC|MC/YujuanHua|20190609|325.52 |0.000 |2.000 |ZTRD|325.52 |CA|0070102644|
Rohm and Haas Chemicals LLC||0070246891|0001|0308612086|20190610|58|001000|5182-0868|Screwcap vials, with septa  500kt|VI|4508823357|20190610|925.42 |0.000 |4.000 |ZTRD|905.92 |US|0070561902|
Rohm and Haas Chemicals LLC||0070246891|0001|0308612119|20190610|AA|001000|01018-22707|PTFE Frits 5PK|FL|4508823486|20190610|59.14 |0.000 |2.000 |ZTRD|51.14 |US|0070561902|
Westinghouse Electric Company LLC||0070300521|0001|0308612129|20190610|9H|001000|82850302|ION SOURCE, DUAL THORIATED IRIDIUM FIL.|SV|4160152046|20190607|598.00 |0.000 |2.000 |ZTRD|598.00 |US|0070300521|P23
LABELLE INDUSTRIAL SALES INC||0070311548|0001|0308612132|20190610|9H|001000|K9565306|Power Probe Sniffer w/10ft Hose + KF-25|ZHW|11140|20190607|2220.00 |0.000 |3.000 |ZTRD|2220.00 |US|0070311548|R32
AUTOMATED MERCHANDISING SYSTEMS||0070330219|0001|0308612134|20190610|9H|001000|9499380|DS102 MAJOR MAINTENANCE KIT|FSA|43406|20190607|371.00 |0.000 |1.000 |ZTRD|371.00 |US|0070330219|R31
Acqua Boom Saneamento Ambiental Ltd||0070383304|0001|0308612138|20190610|8P|001000|G3170-61430|Smart Card 3.2|PC|email7jun|20190607|7523.28 |0.000 |1.000 |ZTRD|7523.28 |BR|0070383304|
Gene X-Press|Las Condes|0070268701|0001|0308612139|20190610|74|001050|UP_FRONT_SERVICE_H|Up Front Support Services for Hardware|SV|60-2019|20190606|0.00 |0.000 |2.000 |ZTRD|21439.00 |CL|0070268702|
Gene X-Press|Las Condes|0070268701|0001|0308612139|20190610|GE|001040|8120-6978|Power Cord, Chile, C13, 10 amp|IN|60-2019|20190606|0.00 |0.000 |2.000 |ZTRD|21439.00 |CL|0070268702|
Gene X-Press|Las Condes|0070268701|0001|0308612139|20190610|GE|001030|G8830-67003|HEX Filter, QPCR|ZXX|60-2019|20190606|0.00 |0.000 |2.000 |ZTRD|21439.00 |CL|0070268702|
Gene X-Press|Las Condes|0070268701|0001|0308612139|20190610|GE|001035|G8830-67002|ROX Filter, QPCR|ZXX|60-2019|20190606|0.00 |0.000 |2.000 |ZTRD|21439.00 |CL|0070268702|
Gene X-Press|Las Condes|0070268701|0001|0308612139|20190610|GE|001020|G8830-67001|FAM Filter, QPCR|ZXX|60-2019|20190606|0.00 |0.000 |2.000 |ZTRD|21439.00 |CL|0070268702|
Gene X-Press|Las Condes|0070268701|0001|0308612139|20190610|GE|001010|G8830-64001|AriaMx Real-Time PCR System Basic|ZXX|60-2019|20190606|0.00 |0.000 |2.000 |ZTRD|21439.00 |CL|0070268702|
Gene X-Press|Las Condes|0070268701|0001|0308612139|20190610|GE|001000|G8830A|AriaMx Real-Time PCR System|ZHW|60-2019|20190606|21047.00 |0.000 |2.000 |ZTRD|21439.00 |CL|0070268702|
Gene X-Press|Las Condes|0070268701|0001|0308612139|20190610|74|001060|H1149H|Support Funding|ZHS|60-2019|20190606|392.00 |0.000 |2.000 |ZTRD|21439.00 |CL|0070268702|
Fiberguide Industries Inc||0070339017|0001|0308612141|20190610|9H|001000|9530001|TORR SEAL FSN 8030-998-3321|ADH|040736-00|20190607|94.00 |0.000 |2.000 |ZTRD|94.00 |US|0070339017|P21
West Virginia University||0070507243|0001|0308612145|20190610|9H|001000|9499390|Rotary vane fluid ds 19 type - 1 lt.|CM|MM000231161|20190607|20.16 |0.000 |1.000 |ZTRD|20.16 |US|0070507243|R11
US National Institutes of Health||0070207548|0001|0308612152|20190610|UF|001050|G2938-90322|2100 High sensitiv DNA Quick Guide ENG|LP|Visa/19-044730|20190609|0.00 |0.000 |1.000 |ZTRD|543.59 |US|0070239980|
US National Institutes of Health||0070207548|0001|0308612152|20190610|UF|001010|G2938-68000|High Sensitivity DNA 10 Chips|BC|Visa/19-044730|20190609|0.00 |0.000 |1.000 |ZTRD|543.59 |US|0070239980|
US National Institutes of Health||0070207548|0001|0308612152|20190610|UF|001020|G2938-68706|Syringe Kit|FA|Visa/19-044730|20190609|0.00 |0.000 |1.000 |ZTRD|543.59 |US|0070239980|
US National Institutes of Health||0070207548|0001|0308612152|20190610|UF|001030|G2938-85004|High Sensitivity DNA Reagent I|BC|Visa/19-044730|20190609|0.00 |0.000 |1.000 |ZTRD|543.59 |US|0070239980|
US National Institutes of Health||0070207548|0001|0308612152|20190610|UF|001000|5067-4626|High Sensitivity DNA Kit|ZHW|Visa/19-044730|20190609|543.59 |0.000 |1.000 |ZTRD|543.59 |US|0070239980|
US National Institutes of Health||0070207548|0001|0308612152|20190610|UF|001040|G2938-90402|2100 MSDS Link Tech Note ENG|LP|Visa/19-044730|20190609|0.00 |0.000 |1.000 |ZTRD|543.59 |US|0070239980|
Mayo Foundation For Medical|Education & Research|0060007180|0001|0308612154|20190610|PT|001000|M730701-2|Mono Mo a Hu BSAP, cl DAK-Pax5|ZXX|66695196|20190606|330.00 |0.000 |1.000 |ZTRD|330.00 |US|0070517741|
Fike||0070027496|0001|0308612157|20190610|9H|001000|647304250|HEATER, H4X/VHS-4 PUMP, 240V/1450W|TM|246730|20190607|160.00 |0.000 |1.000 |ZTRD|160.00 |US|0070427807|P32
Lonza Inc||0070017453|0001|0308612158|20190610|74|001050|H1147S|1 Year Phone Assist      (44W)|ZSS|4502187016/091|20190514|343.08 |0.000 |1.000 |ZTRD|3884.52 |US|0070017453|M4X
Lonza Inc||0070017453|0001|0308612158|20190610|74|001040|H1142S|Familiarization at Installation (44L)|ZSS|4502187016/091|20190514|709.08 |0.000 |1.000 |ZTRD|3884.52 |US|0070017453|M4X
Lonza Inc||0070017453|0001|0308612158|20190610|74|001030|H1141S|Installation (44K)|ZSS|4502187016/091|20190514|490.11 |0.000 |1.000 |ZTRD|3884.52 |US|0070017453|M4X
