Compnay Name1|Compnay Name2|Account ID|Account Role|Order Number|Order Date|Product Line|Product Item|Material Master Product ID|Product Decription|Primary Product|Purchase Order|P.O. Date|Purchase/Net Amount|Target Quantity|Order Quantity|Order Type|Total Order Value|Sold to Country|Ship to Account ID|Market Code
AstraZeneca Pharmaceuticals LP||0070017228|0001|0308627436|20190617|XF|002000|201250-100|Reservoir, single cavity polypropylene,|PL|2500245626|20190617|348.54 |0.000 |2.000 |ZTRD|1246.86 |US|0070553321|
AstraZeneca Pharmaceuticals LP||0070017228|0001|0308627436|20190617|V1|001000|19477-002|250 uL Tips|PL|2500245626|20190617|898.32 |0.000 |3.000 |ZTRD|1246.86 |US|0070553321|
North LA Crime Lab||0070003393|0001|0308627526|20190617|8P|001000|G1099-60107|HEATER/SENSOR ASSY|TM|01466|20190614|515.00 |0.000 |1.000 |ZTRD|515.00 |US|0070003393|
Stora Enso Biomaterials||0070484596|0001|0308627817|20190617|58|001000|5190-0917|Deuterium lamp 8-pin w. RFID for DAD|LI|8294|20190614|1209.00 |0.000 |1.000 |ZTRD|1209.00 |US|0070488942|
RJ Reynolds Tobacco Company|Bowman Gray Technical Ctr|0070001470|0001|0308627837|20190617|AA|001000|5188-5367|Gold Plated Inlet Seal with Washer|FL|4535106502|20190614|138.02 |0.000 |4.000 |ZTRD|2391.86 |US|0070022411|
RJ Reynolds Tobacco Company|Bowman Gray Technical Ctr|0070001470|0001|0308627837|20190617|58|002000|5190-3172|Liner,UI,split,straight,GlassWool,100/pk|FA|4535106502|20190614|1267.76 |0.000 |1.000 |ZTRD|2391.86 |US|0070022411|
RJ Reynolds Tobacco Company|Bowman Gray Technical Ctr|0070001470|0001|0308627837|20190617|AA|003000|G1531-80560|Jet, Capillary Optimized,0.29mm ID|SP|4535106502|20190614|986.08 |0.000 |20.000 |ZTRD|2391.86 |US|0070022411|
Precision Nuclear Llc||0070289161|0001|0308628066|20190617|58|001000|2140-0813|Deut. lamp, 1100/1200DAD/MWD lnglife-A|LI|142-422|20190617|1075.00 |0.000 |1.000 |ZTRD|1075.00 |US|0070289161|
Takasago International Corporation|USA|0070014416|0001|0308628068|20190617|58|001000|5188-5365|Liner O-Ring, Non-Stick 10PK|CONS|A151893|20190614|24.46 |0.000 |1.000 |ZTRD|24.46 |US|0070014416|
Jatoba Laboratoriode Anatomia Patol|E Citologica Eireli - Epp|0070519942|0001|0308628075|20190617|PT|013000|IS70130-2|FLEXMonCmd AntiHum CA 125, M11, AS+|ZXX|Cotação: 2881060|20190612|175.82 |0.000 |1.000 |ZTRD|2461.48 |BR|0070519942|CA0
