Compnay Name1|Compnay Name2|Account ID|Account Role|Order Number|Order Date|Product Line|Product Item|Material Master Product ID|Product Decription|Primary Product|Purchase Order|P.O. Date|Purchase/Net Amount|Target Quantity|Order Quantity|Order Type|Total Order Value|Sold to Country|Ship to Account ID|Market Code
Precision Nuclear Llc||0070289161|0001|0308653482|20190627|58|001000|5188-5365|Liner O-Ring, Non-Stick 10PK|CONS|142-422|20190627|51.91 |0.000 |3.000 |ZTRD|963.95 |US|0070289161|
Precision Nuclear Llc||0070289161|0001|0308653482|20190627|58|002000|210-4004-5|Liner, Focus/Split,GW Straight,Deac, 5PK|ME|142-422|20190627|634.34 |0.000 |5.000 |ZTRD|963.95 |US|0070289161|
Precision Nuclear Llc||0070289161|0001|0308653482|20190627|58|003000|5183-4757|Septa Non-Stick BTO Inlet 11mm 50 pk|CONS|142-422|20190627|277.70 |0.000 |3.000 |ZTRD|963.95 |US|0070289161|
Taminco US LLC||0070254023|0001|0308653570|20190627|8P|001000|G1544-60500|NEW-EPC/CAPILLARY MANIFOLD|FA|45414749|20190626|3028.75 |0.000 |1.000 |ZTRD|3028.75 |US|0070254023|
Medtronic Inc|Dock B|0070159952|0001|0308653627|20190627|BC|002000|866953-902|SB-C18 Rapid Res HPLC Col 4.6 x 75|FA|4200076681|20190626|2063.87 |0.000 |4.000 |ZTRD|3870.32 |US|0070159952|
Medtronic Inc|Dock B|0070159952|0001|0308653627|20190627|BC|001000|863953-902|SB-C18 Rapid Res HPLC Col 4.6 x 150|FA|4200076681|20190626|1806.45 |0.000 |3.000 |ZTRD|3870.32 |US|0070159952|
Virdia Inc||0070399332|0001|0308653696|20190627|9P|006000|14256015|HF Mega BE-C18, 2gm 12mL, 20/PK|ZXX|2628|20190625|292.13 |0.000 |2.000 |ZTRD|1424.05 |US|0070399332|
Virdia Inc||0070399332|0001|0308653696|20190627|58|005000|5180-4114|Back ferrules, 1/16in SS, 10/Pk|CONS|2628|20190625|111.22 |0.000 |2.000 |ZTRD|1424.05 |US|0070399332|
Virdia Inc||0070399332|0001|0308653696|20190627|58|004000|5061-3303|Fitting, male SS 1/16in,  10/Pk|FA|2628|20190625|171.13 |0.000 |2.000 |ZTRD|1424.05 |US|0070399332|
Virdia Inc||0070399332|0001|0308653696|20190627|AA|009000|G1312-87303|SST Capillary 400x0.17 mm, m/m, ps/ps|CONS|2628|20190625|67.98 |0.000 |1.000 |ZTRD|1424.05 |US|0070399332|
Virdia Inc||0070399332|0001|0308653696|20190627|58|008000|5021-1816|Flexible tubing, green, 105mm, 0.17mm id|FA|2628|20190625|109.97 |0.000 |3.000 |ZTRD|1424.05 |US|0070399332|
Virdia Inc||0070399332|0001|0308653696|20190627|58|007000|5021-1819|Flexible tubing, 400 mm, 0.17 mm id.|FA|2628|20190625|109.63 |0.000 |3.000 |ZTRD|1424.05 |US|0070399332|
Virdia Inc||0070399332|0001|0308653696|20190627|58|003000|5180-4108|Front ferrules, 1/16in SS, 10/Pk|CONS|2628|20190625|105.44 |0.000 |2.000 |ZTRD|1424.05 |US|0070399332|
Virdia Inc||0070399332|0001|0308653696|20190627|58|002000|5022-2184|Union, stand LC flow, no fitting|HM|2628|20190625|118.58 |0.000 |3.000 |ZTRD|1424.05 |US|0070399332|
Virdia Inc||0070399332|0001|0308653696|20190627|58|001000|5190-9068|Cap, 9mm blue scrw bnded, PTFE/S, 1000PK|VI|2628|20190625|337.97 |0.000 |5.000 |ZTRD|1424.05 |US|0070399332|
State of California|Dept of Health Services|0070024744|0001|0308653839|20190627|JW|002000|CP8946|VF-5ms 30m x 0.25mm x 1.0um|ZXX|AMEX/Kumagai|20190626|1234.00 |0.000 |2.000 |ZTRD|2458.00 |US|0070004560|
State of California|Dept of Health Services|0070024744|0001|0308653839|20190627|JW|001000|122-7132|DB-HeavyWAX 30m, 0.25mm, 0.25um|FA|AMEX/Kumagai|20190626|1224.00 |0.000 |2.000 |ZTRD|2458.00 |US|0070004560|
University of Kansas||0070417672|0001|0308653905|20190627|AA|001000|G1969-85000|ESI-L Low Concentration Tuning Mix 100ml|CS|KUL1038746|20190626|164.90 |0.000 |1.000 |ZTRD|164.90 |US|0070568066|
University of Southern California|Health Science Center|0070107598|0001|0308653942|20190627|AA|001000|G1531-60680|Igniter Cable Assembly|IN|10803177|20190626|49.68 |0.000 |1.000 |ZTRD|49.68 |US|0070246710|
GenLab del Peru SAC||0070542928|0001|0308653996|20190627|UF|001030|G2938-85004|High Sensitivity DNA Reagent I|BC|AGI-19-005|20190625|0.00 |0.000 |3.000 |ZTRD|1843.96 |PE|0070542928|
GenLab del Peru SAC||0070542928|0001|0308653996|20190627|UF|001000|5067-4626|Kit de DNA de alta sensibilidad|ZHW|AGI-19-005|20190625|1547.15 |0.000 |3.000 |ZTRD|1843.96 |PE|0070542928|
GenLab del Peru SAC||0070542928|0001|0308653996|20190627|UF|001010|G2938-68000|High Sensitivity DNA 10 Chips|BC|AGI-19-005|20190625|0.00 |0.000 |3.000 |ZTRD|1843.96 |PE|0070542928|
GenLab del Peru SAC||0070542928|0001|0308653996|20190627|UF|001040|G2938-90402|2100 MSDS Link Tech Note ENG|LP|AGI-19-005|20190625|0.00 |0.000 |3.000 |ZTRD|1843.96 |PE|0070542928|
GenLab del Peru SAC||0070542928|0001|0308653996|20190627|UF|001020|G2938-68706|Syringe Kit|FA|AGI-19-005|20190625|0.00 |0.000 |3.000 |ZTRD|1843.96 |PE|0070542928|
GenLab del Peru SAC||0070542928|0001|0308653996|20190627|UF|001050|G2938-90322|2100 High sensitiv DNA Quick Guide ENG|LP|AGI-19-005|20190625|0.00 |0.000 |3.000 |ZTRD|1843.96 |PE|0070542928|
